id,name,installed_capacity_MW,pumping_MW,type,country_code,lat,lon,dam_height_m,volume_Mm3,storage_capacity_MWh,avg_annual_generation_GWh,pypsa_id,GEO,WRI
H15,Roncovalgrande UP_RONCOVALG_1PS - Roncovalgrande Pumped Storage Power Plant Italy,1016,784,HPHS,IT,46.067588,8.731877,736.25,10,17700,,19,45431,WRI1002936
H150,Montelimar MONTELIMAR - Chateauneuf Du Rhone Hydroelectric Power Station France,285,,HROR,FR,44.59281,4.72593,19,,,,1928,,
H1502,"St, veit St, Veit-KW - St, Veit Hydroelectric Power Plant Austria",16,,HROR,AT,47.321488,13.174577,,,,67,188,45570,
H1503,Dionysen,16,,HROR,AT,47.4166667,15.2833333,,,,,363,,
H1504,Weinzödl,16,,HROR,AT,47.108388,15.392094,,,,,575,,
H1505,Graz puntigam,16,,HROR,AT,47.039749,15.442537,,,,,647,,
H1506,Heimbach,16,,HROR,DE,50.628568,6.451776,,,,,2212,,
H1507,Koblenz,16,,HROR,DE,50.365855,7.58171,,,,,2296,,
H1508,Ascoli porta romana,16,,HROR,IT,42.85482636,13.57489586,,,,,3265,,
H1509,Mallero,16,,HROR,IT,46.168995,9.869149,,,,,3563,,
H151,Chastang CHASTANG (LE) 1 - Chastang Hydroelectric Generating Station France,293,,HDAM,FR,45.15185,2.00985,85,187,,,1595,39746,
H1510,Zevio,16,,HROR,IT,45.372086,11.129292,,,,,3889,,
H1511,Kirchbichl-M1,16,,HDAM,AT,47.515999,12.088,,,,,,,
H1512,Laufnitzdorf-KW,16,,HDAM,AT,47.292,15.323,,,,,,,
H1513,"St, Veit-KW - St, Veit Hydroelectric Power Plant Austria",16,,HDAM,AT,47.321999,13.174,,,,,,,
H1514,Vranov,16,,HDAM,CZ,48.907917,15.817083,59,122.665,,,,,
H152,Greifenstein Greifenstein-KW - Greifenstein Hydroelectric Power Plant Austria,293,,HROR,AT,48.355951,16.241844,,,,1717,67,45056,
H1521,Lieksankoski,16,,HROR,FI,63.338769,30.031884,,,,76.3,,,
H1522,Hateg,16,,HDAM,RO,45.59125,22.95875,32,12.5,,21,,,
H1523,Alarcon Alarcon Hydroelectric Power Plant Spain - Alarcon Hydroelectric Power Plant Spain,15.89,,HDAM,ES,39.565,-2.113056,523.9,1118,,,140,45883,
H1524,Bisisthal,15.8,,HROR,CH,46.94662168,8.827997746,,,,,2022,,
H1525,Sernf,15.7,,HROR,CH,46.9957287,9.087131055,,,,,2575,,
H1526,Bullerforsen,16.69114561,,HDAM,SE,60.508889,15.436944,,,,,2833,,
H1527,Montcherand,15.5,,HROR,CH,46.72720572,6.513486623,,,,,2393,,
H1529,Morobbia,15.5,,HROR,CH,46.16806361,9.016899527,,,,,2397,,
H153,KUHTAI 1,292,242,HPHS,AT,47.208,11.006,,2.2,2700,,1841,,
H1531,Aarberg Aarberg Hydroelectric Power Plant Switzerland - Aarberg Hydroelectric Power Plant Switzerland,15.2,,HROR,CH,47.0378524,7.271927211,,,,,1731,45222,
H1532,BEMBEZAR,15,,HDAM,ES,37.903,-5.207,56.9,342,53000,,,,
H1533,GUADALMENA 1,15,,HDAM,ES,38.356998,-2.921,103,347,86000,,,,
H1541,Gralla,15,,HROR,AT,46.828285,15.566222,,,,,405,,
H1542,Ilava Ilava Hydroelectric Power Plant Slovakia - Ilava Hydroelectric Power Plant Slovakia,15,,HROR,SK,49.00567,18.23494,,,,,1810,42661,
H1543,Bigge,15,,HROR,DE,51.093173,7.86272,,,,,2019,,
H1544,Dingolfing,15,,HROR,DE,48.63404,12.48369,,,,,2119,,
H1545,Fätschbach,15,,HROR,CH,46.91551045,8.987901562,,,,,2149,,
H1546,Kubel,15,,HROR,CH,47.40190948,9.323640638,,,,,2308,,
H1547,Strubklamm,15,,HDAM,AT,47.79940564,13.04399014,,,,,2613,,
H1548,Skymnäs,15.6,,HDAM,SE,62.9166667,15.0166667,,,,,2878,,
H1549,Balsorano,15,,HROR,IT,41.809824,13.559802,,,,,3278,,
H1550,Corfino,15,,HROR,IT,44.13195,10.410998,,,,,3372,,
H1551,Grosotto Boscaccia,15.2,,HROR,IT,46.283001,10.259756,,,,,3463,,
H1552,Salsominore,15,,HROR,IT,44.643854,9.496569,,,,,3753,,
H1553,Torrent,14.49,,HROR,IT,45.682972,8.708733,,,,,3824,,
H1555,Livishie,15,,HROR,UK,57.155998,-4.936,,,,29,,,
H1556,Nant NANT-1,15,,HROR,UK,56.345001,-5.13,,,,36,,,
H1557,Pitlochry,15,,HROR,UK,56.699001,-4.408,,,,60,,,
H1558,Torr Achilty,15,,HDAM,UK,57.5851,-4.5397,,,,42,,,
H156,Aschach Aschach-KW - Aschach Hydroelectric Power Plant Austria,287,,HROR,AT,48.385414,14.0227,34,,,1686,40,45057,
H1561,Niederried Niederried-Radelfingen Hydroelectric Power Plant Switzerland - Niederried-Radelfingen Hydroelectric Power Plant Switzerland,15,,HROR,CH,47.00317218,7.241135671,,,,,1780,45223,
H1562,BEJO,15,,HDAM,ES,43.112,-4.441,,,,,,,
H1564,Pankakoski,15.3,,HROR,FI,63.323397,30.143619,,,,66.1,,,
H1565,Valcele,15,,HDAM,RO,44.982917,24.742083,35,54.8,,28,,,
H1566,Zigoneni,15,,HDAM,RO,45.082917,24.662917,29,13.3,,26,,,
H1567,Gummering,14.8,,HROR,DE,48.622456,12.398037,,,,,2199,,
H1568,Blybergs kraftverk,15,,HDAM,SE,61.146912,14.146147,,,,,2831,,
H1569,Unteraa melchaa,14.31,,HROR,CH,46.87706055,7.998592231,,,,,6346,,
H157,CORTES 1,284,,HDAM,ES,39.242199,-0.8782,,,,,,,
H1570,Unteropfingen,14.2,,HROR,DE,48.0612649,10.1284379,,,,,2665,,
H1571,Bannalp,14.1,,HDAM,CH,46.88030374,8.421259962,32,1.7,,,4103,,
H1572,Traryd,14.4,,HDAM,SE,56.584337,13.756098,,,,,822,,
H1576,Gabersdorf,14,,HROR,AT,46.785118,15.585557,,,,,393,,
H1577,Rabenstein,14,,HROR,AT,47.251148,15.31034,,,,,508,,
H1578,Landafors,14.08315411,,HDAM,SE,61.25,16.6333333,,,,,2857,,
H1579,Schwammenauel,14,,HROR,DE,50.628507,6.479111,,,,,2573,,
H1580,Melchsee frutt,14,,HDAM,CH,46.79964631,8.281452614,16,2.73,,,5375,,
H1581,Albano,14,,HROR,IT,46.131588,9.280837,,,,,3252,,
H1582,Gerosa,14,,HROR,IT,42.957348,13.412282,,,,,3442,,
H1583,Gordona,14.6,,HROR,IT,46.292293,9.365335,,,,45,3451,,
H1584,Gravedona,12.7,,HROR,IT,46.146389,9.300937,446.67,,,66,3454,,
H1585,Grigno,14,,HROR,IT,46.016007,11.636892,,,,,3461,,
H1586,Nembia,14,,HROR,IT,46.076602,10.908474,,,,,3622,,
H1587,Sanfront,14,,HROR,IT,44.647034,7.321022,,,,,3756,,
H1588,Sorio nuova,14,,HROR,IT,45.44213,12.34014,,,,,3787,,
H1589,Stalvedro aet,14,,HROR,CH,46.51741111,8.677666938,,,,,2603,,
H159,Bargi UP_BARGI_CEN_1,330,330,HPHS,IT,44.117039,11.04338,,,2640,,206,,
H1590,Kraftwerk Schuett,14,,HDAM,AT,46.570999,13.722,,,,,,,
H1591,Friesach-KW,14,,HDAM,AT,47.144001,15.33,,,,,,,
H1592,Gabersdorf-KW,14,,HDAM,AT,46.799999,15.559,,,,,,,
H1593,Gralla-KW,14,,HDAM,AT,46.837002,15.552,,,,,,,
H1594,Rabenstein-KW,14,,HDAM,AT,47.250999,15.31,,,,,,,
H1596,Motala,14,,HDAM,SE,58.560479,15.082435,25,170,,42,809,,
H1598,Arpasu,14,,HDAM,RO,45.79375,24.595417,20,7.35,,36,,,
H1599,Avrig,14,,HDAM,RO,45.745417,24.39125,23,10.8,,39,,,
H160,Mapragg - Gigerwald G1,280,159,HPHS,CH,46.948002,9.482,147,3.34,3080,,1844,,
H1600,Scoreiu,14,,HDAM,RO,45.77875,24.512917,22,5.2,,37,,,
H1601,Vistea,14,,HDAM,RO,45.80875,24.749583,20,4.25,,33,,,
H1602,Voila,14,,HDAM,RO,45.835417,24.860417,26,12.25,,29,,,
H1603,Rajan 1/2,13.92,,HROR,AL,40.26653611,20.52168611,,,,71.3,,,
H1605,Gideabacka,14,,HDAM,SE,63.331136,19.126693,,,,,797,,
H1606,Zeltingen,13.6,,HROR,DE,49.951074,7.023166,,,,,2732,,
H1607,Lixhe Lixhe Hydroelectric Power Plant Belgium - Lixhe Hydroelectric Power Plant Belgium,13.52147303,,HROR,BE,50.7517,5.6863,,,,,863,42007,
H1609,Claux Claux Hydroelectric Power Station France - Claux Hydroelectric Power Station France,13.32802548,,HDAM,FR,44.876,6.48,,,,,3055,39769,
H161,Hidroelektrana Velebit / Velebit pump,276,240,HPHS,HR,44.2007328,15.6811168,517,12.3,14800,430,3242,,
H1610,Monsin Monsin Hydroelectric Power Plant Belgium - Monsin Hydroelectric Power Plant Belgium,13.31865094,,HROR,BE,50.6517,5.6308,,,,,873,42005,
H1611,Klusi,1.3,,HROR,CH,46.66389853,7.548263684,,,,4,5171,,
H1612,Sabugueiro I,13.2,,HDAM,PT,40.23,-7.39,28.24,15.28,30560,48,,,
